CodeCountry;Birth rate(births/1000 population);Current account balance;Death rate(deaths/1000 population)
AZE;-0.11542756163850014;-0.04445567127382325;0.020784201096032656
BHR;-0.32560191345526707;0.01810764534674134;-1.1349226163045998
BGD;0.7627357083437316;0.011474508423468371;-0.2711417423996287
ARM;-0.9049520832458341;0.003270601592789765;-0.31912956872768267
KHM;0.49499186015976276;0.0019098660615743633;-0.15717065487050047
LKA;-0.5513108912758823;-0.00295682790297043;-0.6530448602603913
CHN;-0.7788474721557738;0.5518803922016968;-0.5630676858952901
TWN;-0.8245375486376796;0.387443222466432;-0.6750392806607495
CYP;-0.8309341593451465;-0.0035420518913295606;-0.4231031924384663
GEO;-1.04293611422119;-0.003775423420429827;-0.13317674170647367
HKG;-1.3189041761719016;0.2741682725723794;-0.7550189912075059
IND;0.0600223320520187;0.09549543956199827;-0.29513565556365584
IDN;-0.08709971421971827;0.1393154320645945;-0.7010326865884453
IRN;-0.44165470771930837;0.04528465749327163;-0.8409971800452694
IRQ;0.990272289223623;-0.0024667476918598698;-0.8529941366272827
ISR;-0.3155500966292478;0.011390135639870583;-0.7150291359341278
JPN;-1.1142126335329632;3.05936771410364;-0.16116964039783857
KAZ;-0.5376038683313107;0.006885706095113743;-0.05919550945072363
JOR;0.008849446392284199;0.011233956231934251;-1.4248490670365923
KOR;-1.058470740225038;0.48833152966208576;-0.6990331938247765
KWT;0.019815064747941383;0.22372411897455252;-1.4668384150736395
KGZ;0.0746431565262286;0.006007870112575048;-0.5250773233855809
LAO;1.3091890230673264;0.006136403970141041;0.41468427553880893
LBN;-0.25432539414349403;-0.03530032667065894;-0.7030321793521142
MYS;0.12855744677487757;0.21959523807508627;-0.9389723254650463
OMN;1.3768103362605466;0.055588908085852644;-1.178911457105316
PAK;0.8002015710588946;0.0327184982340265;-0.2611442785812843
PHL;0.33324898941381587;0.07221214162022549;-0.8569931221546208
QAT;-0.5595351050426255;0.10070141982654268;-1.0289494998301472
RUS;-1.0840571830549053;0.8340804258521732;0.9525478289657467
SAU;0.7216146395100161;0.9320964680742853;-1.4268485598002612
SGP;-1.1123850304736869;0.1655607532603322;-1.1189266741952484
VNM;-0.41972347100799334;-0.02941218347489836;-0.7110301504067899
SYR;0.6055618452459751;0.02733300140863573;-0.9749631952110867
TJK;0.9975827014607277;0.006652693599135169;-0.2731412351632975
THA;-0.5449142805684156;0.1285085351016437;-0.547071743785939
ARE;-0.26346340943987506;0.12068161304874243;-1.0989317465585593
TUR;-0.44165470771930837;-0.2670741583793931;-0.7590179767348438
TKM;0.54981995193805;0.00963266850918473;-0.1951610173802101
UZB;0.41640492861088463;0.01587804966102956;-0.36111891676472985
YEM;1.9561605060511138;0.014226497301243056;-0.245148336471933
BLZ;0.7015110058579775;0.005521739265803107;-0.7430220346254925
CAN;-0.989021823972541;0.5138228813022687;-0.4051077575654459
CRI;-0.27991183697336114;-0.010011828744232341;-1.084935297212877
CUB;-0.8802794419456049;0.004263328174270131;-0.5130803668035673
DOM;0.14774727889727812;0.021268931983245722;-0.4810884825848648
SLV;0.49133665404121035;-0.008220253466985678;-0.781012397135202
GTM;1.13739433549536;-0.01720505733734595;-0.5890610918229862
HTI;1.3640171148456135;0.007090175457917746;0.5166584064859235
HND;0.7965463649403418;0.01222309248219769;-0.5770641352409727
JAM;-0.4663273490195375;-0.007326260993970809;-0.8769880497913097
MEX;-0.05968566833057466;-0.06624898176057124;-1.0049555866661202
NIC;0.2939555236393768;-0.0075488615294202945;-1.0529434129941742
PAN;-0.15563482894257713;-0.0008439179818087842;-0.6430473964420468
TTO;-0.8090029226338317;0.03537534333455261;-0.0771909443237442
USA;-0.6874673191919619;-11.607135307043892;-0.3011341338546624
